Addrcity,Addrfull,Amenity,Building,Capacitype,Name,Operatorty,Osm Id,School Level,Source,Geometry
Kampala,,school,,,Kabojja Junior School,,4118665488,Secondary,,Point
Kampala,,school,,,Kairos Schools,,4104858690,Other,,Point
Kampala,,school,,,Kairos Schools,,4104858691,Other,,Point
Kampala,,school,,,Kalule Advanced Junior School,,4090056199,Secondary,,Point
Kampala,,school,,,Kampala Academy Nursery and Primary School.,,4107809615,Primary,,Point
Kampala,,school,,,Kampala Adult School,,4121584548,Other,,Point
Kampala,,school,,,Kampala Institute Of Vocational Training,,4102726414,Vocational,,Point
Kampala,,school,,,Kampala Parents School,,4102531670,Other,,Point
Kampala,,school,,,Kasubi Parents Nursery Primary and Secondary School,,4102222540,Primary,,Point
Kampala,,school,,,Katwe Martyr's Primary School,,4107802659,Primary,,Point
Kampala,,school,,,Kawthar Quaranic School Bukoto,,4133588832,Other,,Point
Kampala,,school,,,Kazo Parents Primary School,,4099298477,Primary,,Point
Kampala,,school,,,Kennedy Preparatory Nursery And Primary School,,4105119550,Primary,,Point
Kampala,,school,,,Kiddawalime Preparatory School,,4102222541,Other,,Point
Kampala,,school,,,Kids World School,,4105542216,Other,,Point
Kampala,,school,,,King Of Kings International College,,4102726417,Other,,Point
Kampala,,school,,,King Solomon College Kyambogo,,4108063620,Other,,Point
Kampala,,school,,,Kingdom Nursery and Primary School,,4105542217,Primary,,Point
Kampala,,school,,,Kingdom Stars Nursery and Primary School,,4105542218,Primary,,Point
Kampala,,school,,,Kingfisher Pre-School Kindergarten Daycare &Play Centre,,4104858695,Kindergarten,,Point
Kampala,,school,,,Kisaasi College School,,4119120203,Other,,Point
Kampala,,school,,,Kisaasi Muslim Primary School,,4107809616,Primary,,Point
Kampala,,school,,,Kisaasi Muslim Secondary School,,4105542219,Secondary,,Point
Kampala,,school,,,Kisugu Preparatory Nursery and Primary School,,4104858696,Primary,,Point
Kampala,,school,,,Kisuule Nursery And Primary School,,4121620278,Primary,,Point
Kampala,,school,,,Kitante Hill School,,4118668091,Other,,Point
Kampala,,school,,,Kitante Primary School,,4114253405,Primary,,Point
Kampala,,school,,,Kitante Primary School,,4118668092,Primary,,Point
Kampala,,school,,,Konge Parents' School,,4105119554,Other,,Point
Kampala,,school,,,Kulumba High School,,4099298479,Secondary,,Point
Kampala,,school,,,Kyanja Junior School,,4102652114,Secondary,,Point
Kampala,,school,,,Kyanja Muslim Primary School,,4102652116,Primary,,Point
Kampala,,school,,,Lazarus High School,,4086729492,Secondary,,Point
Kampala,,school,,,Liberty Education Centre,,4099298480,Other,,Point
Kampala,,school,,,Life Care Academy,,4105119555,Other,,Point
Kampala,,school,,,Life Care Primary School,,4101482178,Primary,,Point
Kampala,,school,,,Light Africa Secondary School,,4104666121,Secondary,,Point
Kampala,,school,,,Luwafu Memorial Day And Boarding Primary School,,4102726424,Primary,,Point
Kampala,,school,,,Luwafu Parents Primary School,,4105119558,Primary,,Point
Kampala,,school,,,Lwagula Memorial Primary School,,4102726425,Primary,,Point
Kampala,,school,,,Maarifa School Of Catering & Hospitality Training,,4114253410,Other,,Point
Kampala,,school,,,Makamu Junior School,,4105119559,Secondary,,Point
Kampala,,school,,,Makerere Institute of Technology,,4097505336,Other,,Point
Kampala,,school,,,Makerere Metropolitan Management Institute,,4097505338,Other,,Point
Kampala,,school,,,Makindye Parent's Senior Secondary School,,4102726430,Secondary,,Point
Kampala,,school,,,Makindye Pre & Primary Day And Boarding Primary School,,4102726431,Primary,,Point
Kampala,,school,,,Makindye Secondary School,,4105119561,Secondary,,Point
Kampala,,school,,,Makindye Trinity Secondary School,,4102726432,Secondary,,Point
Kampala,,school,,,Makyindye Junior Academy,,4102726434,Other,,Point
Kampala,,school,,,Makyindye Mother Care Primary School,,4100092150,Primary,,Point
Kampala,,school,,,Makyindye Secondary School,,4102726435,Secondary,,Point
Kampala,,school,,,Margaret Secondary School,,4105542223,Secondary,,Point
Kampala,,school,,,Masanafu Senior School,,4104666126,Other,,Point
Kampala,,school,,,Mbogo High School,,4550327838,Secondary,,Point
Kampala,,school,,,Mengo Primary School,,4104720699,Primary,,Point
Kampala,,school,,,Mengo Senior School,,4104720700,Other,,Point
Kampala,,school,,,Mild Care Parent's School-Munyonyo,,4107571597,Other,,Point
Kampala,,school,,,Mild Care Parents' School,,4104858699,Other,,Point
Kampala,,school,,,Mimosa Nursery & Primary School,,4105119563,Primary,,Point
Kampala,,school,,,Mimosa Nursery and Primary School,,4107571598,Primary,,Point
Kampala,,school,,,Minaka kindergarten Primary School,,4100092156,Primary,,Point
Kampala,,school,,,Molly and Paul High School,,4100092158,Secondary,,Point
Kampala,,school,,,Mt. Sinai Day And Boarding Nursery And Primary School,,4102726441,Primary,,Point
Kampala,,school,,,Mulago School For The Deaf,,4099179275,Other,,Point
Kampala,,school,,,Munirah Junior School,,4105119568,Secondary,,Point
Kampala,,school,,,Munyonyo Parent's Nursery And Primary School,,4105119569,Primary,,Point
Kampala,,school,,,Munyonyo Primary School,,4107571601,Primary,,Point
Kampala,,school,,,Muyenga Academy,,4104858700,Other,,Point
Kampala,,school,,,Naguru Katali Primary School,,4102531680,Primary,,Point
Kampala,,school,,,Nakinyuguzi High School,,4102726444,Secondary,,Point
Kampala,,school,,,Nakinyungizi Parents Nursery School,,4102726445,Kindergarten,,Point
Kampala,,school,,,Namirembe Hill Primary School,,4107557039,Primary,,Point
Kampala,,school,,,Namugoona Kigobe Primary School,,4104666134,Primary,,Point
Kampala,,school,,,Namugoona Orthodox Primary,,4102222547,Primary,,Point
Kampala,,school,,,Namungona Progressive Secondary School,,4102222548,Secondary,,Point
Kampala,,school,,,New Life Time Primary School,,4102726449,Primary,,Point
Kampala,,school,,,Nsangi Nursery and Primary School,,4090056207,Primary,,Point
Kampala,,school,,,Oak Basic School,,4102652120,Other,,Point
Kampala,,school,,,Parent's Community School,,4105119571,Other,,Point
Kampala,,school,,,Pearl High School,,4102726452,Secondary,,Point
Kampala,,school,,,Police Children School,,4105394637,Other,,Point
Kampala,,school,,,Pride Nursery & Primary School,,4123569169,Primary,,Point
Kampala,,school,,,Princes Diana High School,,4105119574,Secondary,,Point
Kampala,,school,,,Quality International Nursery and Day Care,,4107809621,Kindergarten,,Point
Kampala,,school,,,Queen of Peace Primary School,,4109498904,Primary,,Point
Kampala,,school,,,Rayaat Islamic Primary School,,4105119578,Primary,,Point
Kampala,,school,,,Red Hamisha Needy Day And Boarding School,,4104666137,Other,,Point
Kampala,,school,,,Regional Knowledge and Testing Center,,4097455464,Other,,Point
Kampala,,school,,,Role Models Junior School,,4089998460,Secondary,,Point
Kampala,,school,,,Sankara Junior School,,4107571608,Secondary,,Point
Kampala,,school,,,Sankara Junior School,,4102726465,Secondary,,Point
Kampala,,school,,,Saving Arms Nursery And Primary School,,4102726468,Primary,,Point
Kampala,,school,,,Seers Nursery and Primary Day and Boarding School,,4105542227,Primary,,Point
Kampala,,school,,,Serena Nursery & Primary School Kanyanya,,4086729505,Primary,,Point
Kampala,,school,,,Shalom Foundation International School,,4107571611,Other,,Point
Kampala,,school,,,Sharden Rambhai Zaverbai school,,4064827094,Other,,Point
Kampala,,school,,,Sheehan Standard Primary School,,4927142784,Primary,,Point
Kampala,,school,,,Shimoni Primary Teachers College,,4553926951,Primary,,Point
Kampala,,school,,,Shiperoy Mixed Day And Boarding Nursery & Primary School,,4102726471,Primary,,Point
Kampala,,school,,,Sir Apollo Kaggwa P/S,,4107809623,Other,,Point
Kampala,,school,,,Sir Apollo Kaggwa Primary School - Kisaasi,,4107809624,Primary,,Point
Kampala,,school,,,Souvenir Mixed Nursery Primary And Vocational Training School,,4105119588,Primary,,Point
Kampala,,school,,,Speedway Junior School,,4102222557,Secondary,,Point
Kampala,,school,,,Sponge Bob Nursery and Day kindergaten,,4086729508,Kindergarten,,Point
Kampala,,school,,,St Agnes Junior School Kabuuma,,4105120491,Secondary,,Point
Kampala,,school,,,St Catherine College,,4107571614,Other,,Point
Kampala,,school,,,St Catherine's College Makindye Salaama,,4102726475,Other,,Point
Kampala,,school,,,St Florence Secondary School,,4102222559,Secondary,,Point
Kampala,,school,,,St Francis Day and Boarding school,,4126684801,Other,,Point
Kampala,,school,,,St James Academy Primary School,,4102222560,Primary,,Point
Kampala,,school,,,St Jude Junior School,,4089998464,Secondary,,Point
Kampala,,school,,,St Kizito Primary School,,4102222564,Primary,,Point
Kampala,,school,,,St Maria Gorreti Nursery And Primary School,,4107571617,Primary,,Point
Kampala,,school,,,St Mbuga Primary School,,4102726477,Primary,,Point
Kampala,,school,,,St Mbuga Vocational SS,,4102726478,Vocational,,Point
Kampala,,school,,,St Peter Kanyanya Primary School,,4086620652,Primary,,Point
Kampala,,school,,,St Pius SSS Mixed Day& Boarding O & A Level,,4107571618,Other,,Point
Kampala,,school,,,St. Andrew Kaggwa Nursery And Primary School,,4104666142,Primary,,Point
Kampala,,school,,,St. Balikuddembe Boston Preparatory School,,4104666143,Other,,Point
Kampala,,school,,,St. Florence Secondary School,,4104666145,Secondary,,Point
Kampala,,school,,,St. Kizito Nursery and Primary School,,4099371727,Primary,,Point
Kampala,,school,,,St. Martin Day and Boarding School,,4105542230,Other,,Point
Kampala,,school,,,St. Mary's Nursery and Primary School,,4105120494,Primary,,Point
Kampala,,school,,,St. Padrepio Vocational,,4104666146,Vocational,,Point
Kampala,,school,,,St.Angella Nursery and Boarding Primary School,,4107809626,Primary,,Point
Kampala,,school,,,St.Augustine's Institute,,4123569171,Other,,Point
Kampala,,school,,,St.Benedict High School,,4105120495,Secondary,,Point
Kampala,,school,,,St.Ponsiano Kyamula Primary School,,4105120496,Primary,,Point
Kampala,,school,,,Standard Parents Primary School,,4102222565,Primary,,Point
Kampala,,school,,,Star Kids Pre Primary School,,4105120497,Primary,,Point
Kampala,,school,,,Stena Hill School,,4102726485,Other,,Point
Kampala,,school,,,Stenna Hill School,,4107571620,Other,,Point
Kampala,,school,,,Step by Step Infant Day and Boarding School,,4105542231,Other,,Point
Kampala,,school,,,Sunset Junior School,,4099298790,Secondary,,Point
Kampala,,school,,,Superior Academy & Daycare,,4107802675,Kindergarten,,Point
Kampala,,school,,,Teletubbies Infant School,,4119120204,Kindergarten,,Point
Kampala,,school,,,Teletubbies Infant School,,4107809628,Kindergarten,,Point
Kampala,,school,,,The Bright Day And Boarding School,,4099298791,Other,,Point
Kampala,,school,,,The Collage Of Business Studies,,4107802676,Other,,Point
Kampala,,school,,,The Founnt School,,4107802677,Other,,Point
Kampala,,school,,,Three Samuels Christian Primary School,,4105120501,Primary,,Point
Kampala,,school,,,Top Care Primary School,,4102726492,Primary,,Point
Kampala,,school,,,Trinity Daycare Nursery And Primary School,,4102222568,Primary,,Point
Kampala,,school,,,Trinity High School Masajja,,4105120502,Secondary,,Point
Kampala,,school,,,Trinity Secondary School,,4102726494,Secondary,,Point
Kampala,,school,,,True Heart Primary School,,4105120503,Primary,,Point
Kampala,,school,,,Twins Nursery School,,4086620654,Kindergarten,,Point
Kampala,,school,,,Ubaidah Islamic Centre Nursery And Primary School,,4105120505,Primary,,Point
Kampala,,school,,,Uganda Martyrs Junior School,,4105120506,Secondary,,Point
Kampala,,school,,,Uganda Matrys Nursery and Primary,,4086620655,Primary,,Point
Kampala,,school,,,Universal High School,,4119120206,Secondary,,Point
Kampala,,school,,,Upper Konge School,,4105120507,Other,,Point
Kampala,,school,,,Victor Nursery & Primary School,,4102400495,Primary,,Point
Kampala,,school,,,Winner's Kindergarten and Primary School,,4105120512,Primary,,Point
Kampala,,school,,,Wisdom Nursery and Primary school,,4100116605,Primary,,Point
Kampala,,school,,,Wisdom Primary School,,4104666155,Primary,,Point
Kampala,,school,,,Wordsworth O & A Level Secondary School,,4107571622,Secondary,,Point
Kampala,,school,,,Wordsworth Secondary School,,4102726498,Secondary,,Point
Kampala,,school,,,Yahannies Kindergarten and Daycare School,,4100092599,Kindergarten,,Point
Kampala,,school,,,baliira memorial primary school,,4086729517,Other,,Point
Kampala,,school,,,kampala Quality Primary School,,4086729519,Primary,,Point
Kamu,,school,,,Bulambuli Junior school,,3959870301,Other,,Point
Kamu,,school,,,Kamunda Primary,,3959870309,Primary,,Point
Kamu,,school,,,Namudongo Primary School,,3959870312,Primary,,Point
Kamuge,,school,,,Buboliso 2 Primary School,,3966680255,Primary,,Point
Kamuge,,school,,,Takuwa Primary School,,3966680795,Primary,,Point
Kanginima,,school,,,Francis Academy Primary School,,3966680761,Primary,,Point
Kanginima,,school,,,Kanginima Community Secondary school,,3966680773,Secondary,,Point
Kanginima,,school,,,Kanginima Primary School,,3966680776,Primary,,Point
Kaptanya,,school,,,Siron Primary School,,3958349275,Primary,,Point
Kapteret,,school,,,Duban Secondary School,,3958349266,Secondary,,Point
Kapyanga,,school,,,Bugiri Church of Uganda Primary School,,3998032209,Primary,,Point
Kapyanga,,school,,,Buswiriri Primary School,,3998032218,Primary,,Point
Kapyanga,,school,,,Kamango Primary School,,3998032247,Primary,,Point
Kapyanga,,school,,,Kapyanga Primary School,,3998032249,Primary,,Point
Kapyanga,,school,,,Naigoma Primary School,,3998033284,Primary,,Point
Kapyanga,,school,,,Saint Matia Mulumba Primary School,,3998033307,Primary,,Point
Kapyanga,,school,,,Sunrise Primary School,,3998033341,Primary,,Point
Kapyanga,,school,,,Valley View Junior Academy,,3998033320,Other,,Point
Kaserem,,school,,,Kaserem Parents Nursery and Primary School,,3958413958,Primary,,Point
Kaserem,,school,,,Kaserem Primary School,,3958413959,Primary,,Point
Kasese,,school,,,Trusted Care Junior School,,4742761860,Secondary,,Point
Katiira,,school,,,Sunrise Christian School Kerekerene,,3966532534,Other,,Point
Kawowo,,school,,,Junior Academy Primary School,,3958447300,Primary,,Point
Kawowo,,school,,,Kapsukunyo Primary School,,3958413654,Primary,,Point
Kayenje I,,school,,,MultiChoice Resource Center,,5674849497,Other,,Point
Kibale,,school,,,KCC Primary School,,3996085570,Primary,,Point
Kibale,,school,,,Kibale Bawazir Muslim Primary School,,3996085571,Primary,,Point
Kibale,,school,,,Moulins Primary School,,3996085577,Primary,,Point
Kibale,,school,,,Nsbisoigi Primary School,,3996085582,Primary,,Point
Kibale Subcounty,,school,,,School Mission Kibale Primary school,,3966678687,Primary,,Point
Kiira Road,,school,,,Malins Primary School,,3999155377,Primary,,Point
Kijapan,,school,,,Kitende Modern Primary School,,6966444304,Primary,,Point
Kimaka/Mpumudde/Nalufenya Division,,school,,,Alpha Academy,,4040026305,Other,,Point
Kimaka/Mpumudde/Nalufenya Division,,school,,,Mpumude Seed Secondary School,,4040033260,Secondary,,Point
Kirika,,school,,,Bugwere Junior School Nursery and Primary,,3968713193,Primary,,Point
Kirika,,school,,,Grammar Junior School,,3968713200,Secondary,,Point
Kirika,,school,,,Kirika Community Primary School,,3968713220,Primary,,Point
Kirika,,school,,,Milometer Primary School,,3968713227,Primary,,Point
Kirika,,school,,,Nampiido Primary School,,3968713238,Primary,,Point
Kisoko,,school,,,Ebenezer Junior School,,3990269115,Secondary,,Point
Kiwango Namwezi,,school,,,Primary School,,4057297348,Primary,,Point
Kolir,,school,,,Abilayepe Primary School,,3958445690,Primary,,Point
Kolir,,school,,,Ekou_etome Primary School,,3958445692,Primary,,Point
Kolir,,school,,,Glory Day Care Nursery and Primary School,,3958445695,Primary,,Point
Kolir,,school,,,Highway Nursery and Primary School,,3958445696,Primary,,Point
Kolir,,school,,,Hozana Nursery And Primary School,,3958445698,Primary,,Point
Kolir,,school,,,Kamutor Primary School,,3958445700,Primary,,Point
Kolir,,school,,,Kolir Comprehensive Secondary School,,3958445702,Secondary,,Point
Kolir,,school,,,Kolir Primary School,,3958445705,Primary,,Point
Kwapa,,school,,,Apuwai Parents Primary School,,3990567331,Primary,,Point
Kwapa,,school,,,Asinge Primary School,,3990567332,Primary,,Point
Kwapa,,school,,,Asinge Secondary School,,3990567333,Secondary,,Point
Kwapa,,school,,,Kwapa Primary School,,3990567338,Primary,,Point
Kwapa,,school,,,Morekebu Primary School,,3990567342,Primary,,Point
Kwapa,,school,,,Mother's Care Nursery & Primary School,,3990567343,Primary,,Point
Kwapa,,school,,,Ochegen Primary School,,3990567344,Primary,,Point
Kwapa,,school,,,SaintLawrence Secondary School,,3990567346,Secondary,,Point
Luuka,,school,,,Cream Land Primary School,,4050202982,Primary,,Point
Luuka,,school,,,New Chapter Nursery and Primary School,,4051191789,Primary,,Point
Luuka,,school,,,Ryana Primary School,,4050205403,Primary,,Point
Luuka,,school,,,Saint Samuel Primary School,,4050205404,Primary,,Point
Luuka Trading Centre,,school,,,Alice Memorial Mixed Day and Boarding Junior School,,4050202977,Secondary,,Point
Luuka Trading Centre,,school,,,Bulongo Nursery and Primary School,,4050202980,Primary,,Point
Luuka Trading Centre,,school,,,Mukigenge Bic Secondary School,,4050205397,Secondary,,Point
Lyama,,school,,,Lyama Primary School,,3966464163,Primary,,Point
Lyama,,school,,,Saint Peter's Primary School Nalubembe,,3966464176,Primary,,Point
Lyama,,school,,,Suni Primary School,,3966464182,Primary,,Point
Magada,,school,,,Agape Children Care Centre,,3995843961,Other,,Point
Magada,,school,,,Saint Will Junior School,,3995843976,Secondary,,Point
Magada,,school,,,Ticknall Olympic Nursery and Primary School,,3995843981,Primary,,Point
Magola,,school,,,Magola Primary School,,3990903350,Primary,,Point
Magola,,school,,,Pajangango Primary School,,3990909861,Primary,,Point
Magola,,school,,,Papoli Primary School,,3990909863,Primary,,Point
Magola,,school,,,Rainer High School,,3990909867,Secondary,,Point
Makuutu,,school,,,Makuutu Primary School,,4048895491,Primary,,Point
Makuutu,,school,,,Menya Zirabamuzaale Secondary School Bulyansinsime,,4048895495,Secondary,,Point
Malera,,school,,,Hellenah Nursery & Primary School,,3958566727,Primary,,Point
Malera,,school,,,Jalwiny Kamuno,,3958566729,Other,,Point
Malera,,school,,,Kanyanga Primary School,,3958566739,Primary,,Point
Malera,,school,,,Kokwech Primary School,,3958566750,Primary,,Point
Masaba,,school,,,Bulengi Primary School,,3997934823,Primary,,Point
Masaba,,school,,,Butangasi Primary School,,3997934826,Primary,,Point
Masaba,,school,,,Gate-Way Primary School,,3997934830,Primary,,Point
Masaba,,school,,,Lankan Primary School,,3997934833,Primary,,Point
Masaba,,school,,,Magale Primary School,,3997934835,Primary,,Point
Masaba,,school,,,Masala Primary School,,3997934837,Primary,,Point
Masaba,,school,,,Namakwa Memorial Primary School,,3997934843,Primary,,Point
Masaba,,school,,,Nasal Primary School,,3997934844,Primary,,Point
Masafu,,school,,,Budandu Primary School,,3997934817,Primary,,Point
Masafu,,school,,,Buhatuba Primary School,,3997934818,Primary,,Point
Masafu,,school,,,Kubo Primary School,,3997934832,Primary,,Point
Masafu,,school,,,Maahanga Child Development Centre,,3997934834,Other,,Point
Masafu,,school,,,Mukangu Primary School,,3997934842,Primary,,Point
Masafu,,school,,,Salvation Army Masafu Primary School,,3997934847,Primary,,Point
Masafu,,school,,,Shine Outreach High School,,3997934848,Secondary,,Point
Masese/Walukuba Division,,school,,,Christian Vision Ministries Rope Technical Institute,,4040066170,Other,,Point
Masese/Walukuba Division,,school,,,Community Worship School,,4040066171,Other,,Point
Masese/Walukuba Division,,school,,,His Hope For The Future Nursery and Primary School,,4040066175,Primary,,Point
Masese/Walukuba Division,,school,,,Mass Co Education Primary School,,4039853805,Primary,,Point
Masese/Walukuba Division,,school,,,Saint Francis Nursery And Primary School,,4040066184,Primary,,Point
Masiira,,school,,,Arise Nursery and Primary School,,3959785078,Primary,,Point
Masinya,,school,,,Masinya Senior Secondary School,,3997934838,Secondary,,Point
Mayuge,,school,,,Baitambogwe Primary School,,4048695863,Primary,,Point
Mayuge,,school,,,Baitambogwe Senior Secondary School,,4048695864,Secondary,,Point
Mayuge,,school,,,Bright Future Nursery School,,4048902013,Kindergarten,,Point
Mayuge,,school,,,Bugodi Nursery And Primary School,,4048695865,Primary,,Point
Mayuge,,school,,,Butumbula Primary School,,4052167280,Primary,,Point
Mayuge,,school,,,Eastern Pride Secondary school Bugodi,,4048695866,Secondary,,Point
Mayuge,,school,,,Exodus Nursery and Primary School,,4051665081,Primary,,Point
Mayuge,,school,,,Heart of God Nursery and Primary School,,4048902027,Primary,,Point
Mayuge,,school,,,Isikiro Primary School,,4048902029,Primary,,Point
Mayuge,,school,,,Jagusi Island Church Of Uganda Primary School,,4052167288,Primary,,Point
Mayuge,,school,,,Jeta Nursery and Primary,,4048902030,Primary,,Point
Mayuge,,school,,,Katonte Junior School,,4048695872,Secondary,,Point
Mayuge,,school,,,Katonte Primary School,,4048695873,Primary,,Point
Mayuge,,school,,,Kingston,,4048902038,Other,,Point
Mayuge,,school,,,Lukoli Primary School,,4048695879,Primary,,Point
Mayuge,,school,,,Mayuge Light College,,4052168597,Other,,Point
Mayuge,,school,,,Midland High School,,4048698389,Secondary,,Point
Mayuge,,school,,,Morning Star Primary School,,4048902052,Primary,,Point
Mayuge,,school,,,Mulingirire Primary School,,4048698392,Primary,,Point
Mayuge,,school,,,Nazareth Nursery and Primary School,,4051667193,Primary,,Point
Mayuge,,school,,,New Light Primary School,,4048902061,Primary,,Point
Mayuge,,school,,,Saint Francis Buluba Primary School,,4048698402,Primary,,Point
Mayuge,,school,,,Saint Gonzaga Gonza Lugolole Primary School,,4048698403,Primary,,Point
Mayuge,,school,,,Saint Joseph Buwaiswa,,4048902069,Other,,Point
Mayuge,,school,,,Smart Junior School,,4048698401,Secondary,,Point
Mayuge,,school,,,St John's Buwaya,,4048902068,Other,,Point
Mayuge,,school,,,Step Up Junior School,,4048698405,Secondary,,Point
Mayuge,,school,,,Wamulongo Primary School,,4048902071,Primary,,Point
Mayuge,,school,,,Wanyama Institute Of Business And Vocational Training Lugolole,,4048698408,Vocational,,Point
Mazimasa,,school,,,Nampologoma Parents Nursery and Primary School,,3995680094,Primary,,Point
Mazimasa,,school,,,Set Mary's Senior Secondary School Kapisa,,3995680100,Secondary,,Point
Mbale,,school,,,Magale Institute of Business,,5670881532,Other,,Point
Mella,,school,,,Amenemoit Primary School,,3990567327,Primary,,Point
Mella,,school,,,Amoni Primary School,,3990567328,Primary,,Point
Mella,,school,,,Mella Primary School,,3990567340,Primary,,Point
Mella,,school,,,Mella Seed School,,3990567341,Other,,Point
Mella,,school,,,Sun City Junior School,,3990567347,Secondary,,Point
Molo,,school,,,Nyemu Nyemu Primary School,,3990240800,Primary,,Point
Mukuju,,school,,,Mukujju Core PTC,,3990383959,Other,,Point
Mulanda,,school,,,Bright Angels Education Centre,,3990606356,Other,,Point
Mulanda,,school,,,Mulanda Senior Secondary School,,3990606475,Secondary,,Point
Mulanda,,school,,,Opondo Memorial Early Childhood Development Center,,3990606481,Other,,Point
Muterere,,school,,,Kimbale Primary School,,3995996381,Primary,,Point
Muterere,,school,,,Nyaiku Primary School,,3995996398,Primary,,Point
Mutumba,,school,,,Mwema Secondary School,,3999707492,Secondary,,Point
Naboa,,school,,,Highlight Junior School,,3966436763,Secondary,,Point
Naboa,,school,,,Naboa Secondary School,,3966436780,Secondary,,Point
Nabongo,,school,,,High Way Junior School,,3958447298,Secondary,,Point
Nabongo,,school,,,Saint Vincent Primary School,,3958447304,Primary,,Point
Nabongo,,school,,,Starlight Nursery School,,3958447305,Kindergarten,,Point
Nabukalu,,school,,,Butyabule Primary School,,3996068283,Primary,,Point
Nabukalu,,school,,,Kabasaala Primary School,,3996068295,Primary,,Point
Nabukalu,,school,,,Lwanika Comprehensive Secondary School,,3996068304,Secondary,,Point
Nabukalu,,school,,,Lwanika Primary School,,3996068305,Primary,,Point
Nabukalu,,school,,,Nakivamba Baptist Primary School,,3996068312,Primary,,Point
Nabuyoga,,school,,,COU Primary School,,3990606458,Primary,,Point
Nabuyoga,,school,,,Christ The King Nursery and Primary School,,3990606459,Primary,,Point
Nabuyoga,,school,,,Kiyeyi High School,,3990606463,Secondary,,Point
Nabuyoga,,school,,,Kiyeyi Preparatory Primary School,,3990606464,Primary,,Point
Nabuyoga,,school,,,Saint Theresa Siwa Secondary School,,3990606486,Secondary,,Point
Nabuyoga,,school,,,Valley Side Academy,,3990606487,Other,,Point
Nagongera,,school,,,Hosanna Junior School,,3990873064,Secondary,,Point
Nagongera,,school,,,Namwaya Church of Uganda Primary School,,3990873070,Primary,,Point
Nakabugu,,school,,,Land Mark Junior Academy,,4050205391,Other,,Point
Nakalama,,school,,,Al Haq Islamic Primary School,,4052756490,Primary,,Point
Nakalama,,school,,,All Saints Junior School Nursery And Primary,,4052756492,Primary,,Point
Nakalama,,school,,,Bukoona Muslim Primary School,,4052756500,Primary,,Point
Nakalama,,school,,,Ebenezer Nursery And Primary School,,4052756516,Primary,,Point
Nakalama,,school,,,Guiding Star Nursery & Primary School,,4052756520,Primary,,Point
Nakalama,,school,,,Karibu International School,,4052756533,Other,,Point
Nakalama,,school,,,Katende Memorial Primary School,,4052756535,Primary,,Point
Nakalama,,school,,,Lina Nursery And Primary School,,4052756541,Primary,,Point
Nakalama,,school,,,Modern Primary School,,4052756553,Primary,,Point
Nakalama,,school,,,Outhman Bin Affan Islamic Institute Nakalama,,4052756573,Other,,Point
Nakigo,,school,,,House of Grace Academy,,4048947696,Other,,Point
Nakigo,,school,,,Nakigo C/U Primary School,,4048947703,Primary,,Point
Nakigo,,school,,,Nakigo Secondary School,,4048947704,Secondary,,Point
Nakigo,,school,,,Wesley Secondary and Vocational School,,4048947708,Secondary,,Point
Namalemba,,school,,,Holy Triangle Primary School,,4052756523,Primary,,Point
Namalemba,,school,,,Mutekanga Junior Academy Nursery and Primary School,,4052756555,Primary,,Point
Namalemba,,school,,,Muwanga Memorial Nursery and Primary School,,4052756556,Primary,,Point
Namalemba,,school,,,Naigombwa Secondary School,,4052756559,Secondary,,Point
Namayingo Town Council,,school,,,Bridge International Academy,,3998656315,Other,,Point
Namayingo Town Council,,school,,,Budidi Secondary School,,3998656318,Secondary,,Point
Namayingo Town Council,,school,,,Dede Education Centre,,3998656329,Other,,Point
Namayingo Town Council,,school,,,Elim Primary School,,3998656332,Primary,,Point
Namayingo Town Council,,school,,,Fortune Senior Secondary School,,3998656333,Secondary,,Point
Namayingo Town Council,,school,,,Good Will Nursery and Primary School,,3998656335,Primary,,Point
Namayingo Town Council,,school,,,Kind Care Junior School,,3998656342,Secondary,,Point
Namayingo Town Council,,school,,,New Hope Christian School,,3998656764,Other,,Point
Namayingo Town Council,,school,,,New Hope Christian School and Ophanage,,3998733982,Other,,Point
Namayingo Town Council,,school,,,Pajos Nursery and Primary School,,3998656767,Primary,,Point
Namayingo Town Council,,school,,,Sumaya Primary School,,3998656777,Primary,,Point
Namayingo Town Council,,school,,,Victoria Technical Institute,,3998656788,Other,,Point
Namayingo Town Council,,school,,,Victory Nursery and Primary School,,3998656789,Primary,,Point
Namayonfu,,school,,,Quality Kindergarten & Primary School,,3995681813,Primary,,Point
Namisuni,,school,,,Junior Primary School,,3959785082,Primary,,Point
Namugongo,,school,,,Bugoda Primary School,,3967544883,Primary,,Point
Namugongo,,school,,,Butege Church Of Uganda Primary School,,3967544886,Primary,,Point
Namugongo,,school,,,Buyodi Catholic Primary School,,3967544888,Primary,,Point
Namugongo,,school,,,Bwayuya Primary School,,3968883257,Primary,,Point
Namugongo,,school,,,Central Primary School Kanankamba,,3967544889,Primary,,Point
Namugongo,,school,,,Ebenezer Light Nursery And Primary School,,3968883259,Primary,,Point
Namugongo,,school,,,God's Will Nursery And Primary School,,3967544902,Primary,,Point
Namugongo,,school,,,Golden Gift Nursery and Primary School Bugoodo,,3967544903,Primary,,Point
Namugongo,,school,,,Kasokwe Junior Nursery And Primary School,,3967544940,Primary,,Point
Namugongo,,school,,,Namugongo Parents Secondary School,,3967544955,Secondary,,Point
